"the_geom","objectid_1","park","park_no","facility_n","facility_t","x_coord","y_coord","gisobjid"
"POINT (-87.68470660239485 41.687738450383776)","347","KENNEDY (DENNIS)","48.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6847066","41.68773845","2858.0"
"POINT (-87.68404535441476 41.68712724577484)","348","KENNEDY (DENNIS)","48.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68404535","41.68712725","2859.0"
"POINT (-87.68286136369179 41.68714437345748)","349","KENNEDY (DENNIS)","48.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68286136","41.68714437","2860.0"
"POINT (-87.68475673351162 41.68670246070124)","350","KENNEDY (DENNIS)","48.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.68475673","41.68670246","2861.0"
"POINT (-87.68204631351303 41.687110315267816)","351","KENNEDY (DENNIS)","48.0","POOL (OUTDOOR)","OUTDOOR","-87.68204631","41.68711032","2862.0"
"POINT (-87.68221507948024 41.687687077943515)","352","KENNEDY (DENNIS)","48.0","PLAYGROUND","OUTDOOR","-87.68221508","41.68768708","2863.0"
"POINT (-87.68237664917056 41.68700469057964)","353","KENNEDY (DENNIS)","48.0","VOLLEYBALL (SAND)","OUTDOOR","-87.68237665","41.68700469","2864.0"
"POINT (-87.6854618896614 41.686897016997484)","354","KENNEDY (DENNIS)","48.0","BASEBALL SR","OUTDOOR","-87.68546189","41.68689702","2865.0"
"POINT (-87.6818353055518 41.6866840278166)","355","KENNEDY (DENNIS)","48.0","SPORT ROLLER COURT","OUTDOOR","-87.68183531","41.68668403","2866.0"
"POINT (-87.68136505827619 41.68661775793769)","356","KENNEDY (DENNIS)","48.0","TENNIS COURT","OUTDOOR","-87.68136506","41.68661776","2867.0"
"POINT (-87.68154784382719 41.68661283877254)","357","KENNEDY (DENNIS)","48.0","TENNIS COURT","OUTDOOR","-87.68154784","41.68661284","2868.0"
"POINT (-87.68182342556045 41.68657897715605)","358","KENNEDY (DENNIS)","48.0","SPORT ROLLER COURT","OUTDOOR","-87.68182343","41.68657898","2869.0"
"POINT (-87.5973715527083 41.81363933437835)","359","KENNICOTT (JONATHAN)","485.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.59737155","41.81363933","2870.0"
"POINT (-87.59725890170867 41.81407602685703)","360","KENNICOTT (JONATHAN)","485.0","FITNESS CENTER","INDOOR","-87.5972589","41.81407603","2871.0"
"POINT (-87.59790031049319 41.814100664113454)","361","KENNICOTT (JONATHAN)","485.0","PLAYGROUND","OUTDOOR","-87.59790031","41.81410066","2872.0"
"POINT (-87.61580323270864 41.679994988112874)","362","KENSINGTON","1041.0","BASKETBALL COURT","OUTDOOR","-87.61580323","41.67999499","2873.0"
"POINT (-87.61524589645092 41.679186627585)","363","KENSINGTON","1041.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.6152459","41.67918663","2874.0"
"POINT (-87.61594954270647 41.68010156002429)","364","KENSINGTON","1041.0","HORSESHOE COURT","OUTDOOR","-87.61594954","41.68010156","2875.0"
"POINT (-87.6153381678444 41.67966773664445)","365","KENSINGTON","1041.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.61533817","41.67966774","2876.0"
"POINT (-87.6159555461837 41.679561019208016)","366","KENSINGTON","1041.0","PLAYGROUND","OUTDOOR","-87.61595555","41.67956102","2877.0"
"POINT (-87.61612132837026 41.67968491224046)","367","KENSINGTON","1041.0","SPRAY FEATURE","OUTDOOR","-87.61612133","41.67968491","2878.0"
"POINT (-87.61563594250148 41.67882678614231)","368","KENSINGTON","1041.0","BASEBALL SR","OUTDOOR","-87.61563594","41.67882679","2879.0"
"POINT (-87.73344179463272 41.93471649757671)","369","KEN-WELL","1042.0","BASKETBALL COURT","OUTDOOR","-87.73344179","41.9347165","2880.0"
"POINT (-87.73333220754812 41.93408197730975)","370","KEN-WELL","1042.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.73333221","41.93408198","2881.0"
"POINT (-87.73328041388741 41.93434952629477)","371","KEN-WELL","1042.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.73328041","41.93434953","2882.0"
"POINT (-87.7335244059623 41.93381545445333)","372","KEN-WELL","1042.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.73352441","41.93381545","2883.0"
"POINT (-87.73355448214606 41.93500322049673)","373","KEN-WELL","1042.0","PLAYGROUND","OUTDOOR","-87.73355448","41.93500322","2884.0"
"POINT (-87.73379674601928 41.93553367858468)","374","KEN-WELL","1042.0","SPRAY FEATURE","OUTDOOR","-87.73379675","41.93553368","2885.0"
"POINT (-87.59298890907877 41.80487121005662)","375","KENWOOD COMM.","1010.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.59298891","41.80487121","2886.0"
"POINT (-87.59324466047684 41.805541873013375)","376","KENWOOD COMM.","1010.0","COMMUNITY GARDEN","OUTDOOR","-87.59324466","41.80554187","2887.0"
"POINT (-87.59354046393032 41.80444802491794)","377","KENWOOD COMM.","1010.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.59354046","41.80444802","2889.0"
"POINT (-87.59242467683113 41.8047058610228)","378","KENWOOD COMM.","1010.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.59242468","41.80470586","2890.0"
"POINT (-87.59356738131824 41.80570045170617)","379","KENWOOD COMM.","1010.0","PLAYGROUND","OUTDOOR","-87.59356738","41.80570045","2891.0"
"POINT (-87.59285192146966 41.805541242653284)","380","KENWOOD COMM.","1010.0","SPORT ROLLER COURT","OUTDOOR","-87.59285192","41.80554124","2892.0"
"POINT (-87.59293372810588 41.805870845579946)","381","KENWOOD COMM.","1010.0","SPRAY FEATURE","OUTDOOR","-87.59293373","41.80587085","2893.0"
"POINT (-87.59354538990351 41.80530276904936)","382","KENWOOD COMM.","1010.0","BASEBALL SR","OUTDOOR","-87.59354539","41.80530277","2894.0"
"POINT (-87.5924117002081 41.805319756493745)","383","KENWOOD COMM.","1010.0","BASEBALL SR","OUTDOOR","-87.5924117","41.80531976","2895.0"
"POINT (-87.59214656392349 41.80578626102325)","384","KENWOOD COMM.","1010.0","TENNIS COURT","OUTDOOR","-87.59214656","41.80578626","2896.0"
"POINT (-87.59231783382539 41.80578074030448)","385","KENWOOD COMM.","1010.0","TENNIS COURT","OUTDOOR","-87.59231783","41.80578074","2897.0"
"POINT (-87.7272322521721 41.9115195738421)","386","KEYSTONE","1116.0","PLAYGROUND","OUTDOOR","-87.72723225","41.91151957","2898.0"
"POINT (-87.73854378588877 41.94387551016964)","387","KILBOURN","84.0","MINI-PITCH","OUTDOOR","-87.73854379","41.94387551","2900"
"POINT (-87.73907897778028 41.94543749074606)","388","KILBOURN","84.0","BASKETBALL COURT","OUTDOOR","-87.73907898","41.94543749","2901.0"
"POINT (-87.73852255544463 41.94320172000125)","389","KILBOURN","84.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.73852256","41.94320172","2902.0"
"POINT (-87.73815973688333 41.94381768587292)","390","KILBOURN","84.0","COMMUNITY GARDEN","OUTDOOR","-87.73815974","41.94381769","2903.0"
"POINT (-87.73862073289625 41.94470993630937)","391","KILBOURN","84.0","GYMNASIUM","INDOOR","-87.73862073","41.94470994","2904.0"
"POINT (-87.73794202861967 41.94295520076458)","392","KILBOURN","84.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.73794203","41.9429552","2905.0"
"POINT (-87.73910905749283 41.94489929807662)","393","KILBOURN","84.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.73910906","41.9448993","2906.0"
"POINT (-87.73896596505898 41.94410273911029)","394","KILBOURN","84.0","PLAYGROUND","OUTDOOR","-87.73896597","41.94410274","2907.0"
"POINT (-87.73910205939256 41.942951847875456)","395","KILBOURN","84.0","BASEBALL SR","OUTDOOR","-87.73910206","41.94295185","2908.0"
"POINT (-87.73918210421752 41.94378553081852)","396","KILBOURN","84.0","TENNIS COURT","OUTDOOR","-87.7391821","41.94378553","2909.0"
"POINT (-87.73884979123024 41.943783810657884)","397","KILBOURN","84.0","TENNIS COURT","OUTDOOR","-87.73884979","41.94378381","2910.0"
"POINT (-87.73933889820285 41.94378166037187)","398","KILBOURN","84.0","TENNIS COURT","OUTDOOR","-87.7393389","41.94378166","2911.0"
"POINT (-87.73901285587367 41.943779973124414)","399","KILBOURN","84.0","TENNIS COURT","OUTDOOR","-87.73901286","41.94377997","2912.0"
"POINT (-87.65450419609287 41.75465177160329)","400","KING (MARTIN LUTHER, JR.)","334.0","PLAYGROUND","OUTDOOR","-87.6545042","41.75465177","2913.0"
"POINT (-87.6543092592374 41.75438241765061)","401","KING (MARTIN LUTHER, JR.)","334.0","SPRAY FEATURE","OUTDOOR","-87.65430926","41.75438242","2914.0"
"POINT (-87.712013530908 41.973562284617906)","402","KIWANIS","42.0","ARTIFICIAL TURF JR","OUTDOOR","-87.71200596","41.97348038","2915.0"
"POINT (-87.67350443952894 41.94622101708305)","403","KLEIN (LOIS)","544.0","PLAYGROUND","OUTDOOR","-87.67350444","41.94622102","2916.0"
"POINT (-87.74139846868009 41.95694782665264)","404","KOLMAR","85.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.74139847","41.95694783","2917.0"
"POINT (-87.74150904428328 41.956399409293184)","405","KOLMAR","85.0","PLAYGROUND","OUTDOOR","-87.74150904","41.95639941","2918.0"
"POINT (-87.68887738252235 41.99392328185901)","406","KORCZAK (JANUSZ)","1090.0","PLAYGROUND","OUTDOOR","-87.68887738","41.99392328","2919.0"
"POINT (-87.7238149344247 41.93040466646017)","407","KOSCIUSZKO (THADEUZ)","120.0","MINI-PITCH","OUTDOOR","-87.72381493","41.93040467","2921.0"
"POINT (-87.72479247791225 41.9309416691996)","409","KOSCIUSZKO (THADEUZ)","120.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.72479248","41.93094167","2923.0"
"POINT (-87.72382518595391 41.93090805102656)","410","KOSCIUSZKO (THADEUZ)","120.0","GYMNASIUM","INDOOR","-87.72382519","41.93090805","2924.0"
"POINT (-87.72381597293452 41.93151141516496)","411","KOSCIUSZKO (THADEUZ)","120.0","POOL (INDOOR)","INDOOR","-87.72381597","41.93151142","2925.0"
"POINT (-87.72525406250423 41.93127054347388)","412","KOSCIUSZKO (THADEUZ)","120.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72525406","41.93127054","2926.0"
"POINT (-87.72429642540217 41.93128129845281)","413","KOSCIUSZKO (THADEUZ)","120.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72429643","41.9312813","2927.0"
"POINT (-87.72524298640074 41.93057658091647)","414","KOSCIUSZKO (THADEUZ)","120.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72524299","41.93057658","2928.0"
"POINT (-87.72429966910336 41.93056894231471)","415","KOSCIUSZKO (THADEUZ)","120.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.72429967","41.93056894","2929.0"
"POINT (-87.63856688046744 41.961592895972174)","416","LINCOLN (ABRAHAM)","100.0","HARBOR","OUTDOOR","-87.63856688","41.9615929","5504.0"
"POINT (-87.63817579388032 41.944433528631016)","417","LINCOLN (ABRAHAM)","100.0","HARBOR","OUTDOOR","-87.63817579","41.94443353","5505.0"
"POINT (-87.63381357383372 41.931474589460656)","418","LINCOLN (ABRAHAM)","100.0","HARBOR","OUTDOOR","-87.63381357","41.93147459","5506.0"
"POINT (-87.64528023416433 41.96477306327641)","419","LINCOLN (ABRAHAM)","100.0","ARTIFICIAL TURF REG","OUTDOOR","-87.64527275","41.96469115","5507.0"
"POINT (-87.72435953676951 41.93021835000765)","420","KOSCIUSZKO (THADEUZ)","120.0","PLAYGROUND","OUTDOOR","-87.72435954","41.93021835","2930.0"
"POINT (-87.72409354966314 41.930322476179526)","421","KOSCIUSZKO (THADEUZ)","120.0","SPRAY FEATURE","OUTDOOR","-87.72409355","41.93032248","2931.0"
"POINT (-87.72355298429274 41.930319606641724)","422","KOSCIUSZKO (THADEUZ)","120.0","TENNIS COURT","OUTDOOR","-87.72355298","41.93031961","2932.0"
"POINT (-87.53675568231277 41.702906571779906)","423","KRAUSE (FRANCIS VERNON)","1079.0","PLAYGROUND","OUTDOOR","-87.53675568","41.70290657","2933.0"
"POINT (-87.53686304571022 41.7029108823053)","424","KRAUSE (FRANCIS VERNON)","1079.0","SPRAY FEATURE","OUTDOOR","-87.53686305","41.70291088","2934.0"
"POINT (-87.66655302208407 41.83302641084209)","425","KUCINSKI-MURPHY (VICKI, ROSEBETH)","1062.0","PLAYGROUND","OUTDOOR","-87.66655302","41.83302641","2935.0"
"POINT (-87.66629584101715 41.833107213029976)","426","KUCINSKI-MURPHY (VICKI, ROSEBETH)","1062.0","SPRAY FEATURE","OUTDOOR","-87.66629584","41.83310721","2936.0"
"POINT (-87.75416450097094 41.905608200270066)","427","LA FOLLETTE (ROBERT)","201.0","BASKETBALL COURT","OUTDOOR","-87.7541645","41.9056082","2937.0"
"POINT (-87.75338543127364 41.90507518051382)","428","LA FOLLETTE (ROBERT)","201.0","ARTIFICIAL TURF REG","OUTDOOR","-87.75337781","41.90499327","2938.0"
"POINT (-87.75505750430054 41.904855459989065)","429","LA FOLLETTE (ROBERT)","201.0","FITNESS CENTER","INDOOR","-87.7550575","41.90485546","2939.0"
"POINT (-87.75509771915311 41.90504896526886)","430","LA FOLLETTE (ROBERT)","201.0","GYMNASIUM","INDOOR","-87.75509772","41.90504897","2940.0"
"POINT (-87.75511789737469 41.905137881707844)","431","LA FOLLETTE (ROBERT)","201.0","POOL (INDOOR)","INDOOR","-87.7551179","41.90513788","2941.0"
"POINT (-87.75130215791273 41.90457350979534)","432","LA FOLLETTE (ROBERT)","201.0","PLAYGROUND","OUTDOOR","-87.75130216","41.90457351","2942.0"
"POINT (-87.75482991109635 41.90558274901482)","433","LA FOLLETTE (ROBERT)","201.0","PLAYGROUND","OUTDOOR","-87.75482991","41.90558275","2943.0"
"POINT (-87.75442258560729 41.90436992405654)","434","LA FOLLETTE (ROBERT)","201.0","TENNIS COURT","OUTDOOR","-87.75442259","41.90436992","2944.0"
"POINT (-87.7533720581035 41.90466477632178)","435","LA FOLLETTE (ROBERT)","201.0","TRACK","OUTDOOR","-87.75337206","41.90466478","2947.0"
"POINT (-87.75158374026852 41.904469313411425)","436","LA FOLLETTE (ROBERT)","201.0","WATER PLAYGROUND","OUTDOOR","-87.75158374","41.90446931","2948.0"
"POINT (-87.61248583133859 41.83750749687444)","437","LAKE MEADOWS","263.0","BASKETBALL COURT","OUTDOOR","-87.61248583","41.8375075","2949.0"
"POINT (-87.61270818906029 41.83756662420316)","438","LAKE MEADOWS","263.0","BASKETBALL COURT","OUTDOOR","-87.61270819","41.83756662","2950.0"
"POINT (-87.61156231504 41.83706867636269)","439","LAKE MEADOWS","263.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.61156232","41.83706868","2951.0"
"POINT (-87.61189033260332 41.837449233884)","440","LAKE MEADOWS","263.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.61189033","41.83744923","2952.0"
"POINT (-87.6114603592706 41.83792763160391)","441","LAKE MEADOWS","263.0","PLAYGROUND","OUTDOOR","-87.61146036","41.83792763","2953.0"
"POINT (-87.61983990273623 41.89723193957217)","442","LAKE SHORE","107.0","TENNIS COURT","OUTDOOR","-87.6198399","41.89723194","2954.0"
"POINT (-87.61999620900244 41.897228046129015)","443","LAKE SHORE","107.0","TENNIS COURT","OUTDOOR","-87.61999621","41.89722805","2955.0"
"POINT (-87.6178350507796 41.897136041738214)","444","LAKE SHORE","107.0","FITNESS CENTER","INDOOR","-87.61783505","41.89713604","2956.0"
"POINT (-87.61788462811307 41.897274818935024)","445","LAKE SHORE","107.0","GYMNASIUM","INDOOR","-87.61788463","41.89727482","2957.0"
"POINT (-87.61853910454207 41.897107102217845)","446","LAKE SHORE","107.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.6185391","41.8971071","2958.0"
"POINT (-87.6195843685862 41.897376286365116)","447","LAKE SHORE","107.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.61958437","41.89737629","2959.0"
"POINT (-87.61785148481606 41.897462791962155)","448","LAKE SHORE","107.0","PLAYGROUND","OUTDOOR","-87.61785148","41.89746279","2960.0"
"POINT (-87.61822932748575 41.897390049312364)","449","LAKE SHORE","107.0","TRACK","OUTDOOR","-87.61822933","41.89739005","2961.0"
"POINT (-87.65771075001958 41.6960390179794)","450","LAMB (HAROLD)","446.0","BASKETBALL COURT","OUTDOOR","-87.65771075","41.69603902","2962.0"
"POINT (-87.65730308420204 41.69619882843945)","451","LAMB (HAROLD)","446.0","PLAYGROUND","OUTDOOR","-87.65730308","41.69619883","2963.0"
"POINT (-87.65424946466051 41.98975321843523)","452","LANE (GEORGE) BEACH","1265.0","BEACH","OUTDOOR","-87.65424946","41.98975322","2965.0"
"POINT (-87.65498908478895 41.98991047538984)","453","LANE (GEORGE) BEACH","1265.0","PLAYGROUND","OUTDOOR","-87.65498908","41.98991048","2966.0"
"POINT (-87.67487408617639 42.00188401188047)","454","LANGDON (MARY MARGARET)","1077.0","PLAYGROUND","OUTDOOR","-87.67487409","42.00188401","2967.0"
"POINT (-87.60555529603167 41.689641834180435)","455","LANGLEY","1118.0","BASKETBALL COURT","OUTDOOR","-87.6055553","41.68964183","2968.0"
"POINT (-87.60571308922593 41.689356146737424)","456","LANGLEY","1118.0","PLAYGROUND","OUTDOOR","-87.60571309","41.68935615","2969.0"
"POINT (-87.75235724788222 41.77677872347168)","464","LAWLER (MICHAEL)","1011.0","PLAYGROUND","OUTDOOR","-87.75235725","41.77677872","2977.0"
"POINT (-87.75238206211931 41.776588657148665)","465","LAWLER (MICHAEL)","1011.0","SPRAY FEATURE","OUTDOOR","-87.75238206","41.77658866","2978.0"
"POINT (-87.66319003470852 42.00417767382369)","466","LAZARUS (EMMA)","450.0","PLAYGROUND","OUTDOOR","-87.66319003","42.00417767","2979.0"
"POINT (-87.74997677125765 41.81371680162387)","467","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.74997677","41.8137168","2980.0"
"POINT (-87.74924595283441 41.81373226722453)","468","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.74924595","41.81373227","2981.0"
"POINT (-87.75131339257902 41.81333519013584)","469","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","GYMNASIUM","INDOOR","-87.75131339","41.81333519","2982.0"
"POINT (-87.75282046354084 41.81317628329898)","470","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","BASKETBALL COURT","OUTDOOR","-87.75282046","41.81317628","2983.0"
"POINT (-87.75035532525618 41.81354971907765)","471","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.75035533","41.81354972","2984.0"
"POINT (-87.74926630516985 41.81338786501621)","472","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.74926631","41.81338787","2985.0"
"POINT (-87.75080610911772 41.812804591309266)","473","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","PLAYGROUND","OUTDOOR","-87.75080611","41.81280459","2986.0"
"POINT (-87.75229104065306 41.81323222766029)","474","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","TENNIS COURT","OUTDOOR","-87.75229104","41.81323223","2987.0"
"POINT (-87.7521147420052 41.81323133576212)","475","LE CLAIRE COURTS - HEARST COMM. CTR.","305.0","TENNIS COURT","OUTDOOR","-87.75211474","41.81323134","2988.0"
"POINT (-87.71446370138752 41.73526552004364)","476","LEE (JOHN)","1286.0","PLAYGROUND","OUTDOOR","-87.7144637","41.73526552","2989.0"
"POINT (-87.70819826964502 41.98905745066383)","477","LEGION","274.0","BASKETBALL COURT","OUTDOOR","-87.70819827","41.98905745","2990.0"
"POINT (-87.70795351815076 41.98909325958032)","478","LEGION","274.0","BASKETBALL COURT","OUTDOOR","-87.70795352","41.98909326","2991.0"
"POINT (-87.707924096146 41.98411082826368)","479","LEGION","274.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.7079241","41.98411083","2992.0"
"POINT (-87.70589969063636 41.98210396254836)","480","LEGION","274.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.70589969","41.98210396","2993.0"
"POINT (-87.70599115647228 41.981641521051685)","481","LEGION","274.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70599116","41.98164152","2994.0"
"POINT (-87.70630352446233 41.98260366395277)","482","LEGION","274.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.70630352","41.98260366","2995.0"
"POINT (-87.70538422027391 41.98113769339254)","483","LEGION","274.0","PLAYGROUND","OUTDOOR","-87.70538422","41.98113769","2996.0"
"POINT (-87.70667367236742 41.98460772164862)","484","LEGION","274.0","PLAYGROUND","OUTDOOR","-87.70667367","41.98460772","2997.0"
"POINT (-87.70830512889056 41.98510359846737)","485","LEGION","274.0","PLAYGROUND","OUTDOOR","-87.70830513","41.9851036","2998.0"
"POINT (-87.70791321919516 41.9885865603839)","486","LEGION","274.0","PLAYGROUND","OUTDOOR","-87.70791322","41.98858656","2999.0"
"POINT (-87.70514185234752 41.98026795229568)","487","LEGION","274.0","SPORT ROLLER COURT","OUTDOOR","-87.70514185","41.98026795","3000"
"POINT (-87.7091024140217 41.98816848028458)","488","LEGION","274.0","TENNIS COURT","OUTDOOR","-87.70910241","41.98816848","3001.0"
"POINT (-87.7092660215034 41.98812540604664)","489","LEGION","274.0","TENNIS COURT","OUTDOOR","-87.70926602","41.98812541","3002.0"
"POINT (-87.6408523233751 41.75693859802839)","490","LELAND GIANTS","395.0","BASKETBALL COURT","OUTDOOR","-87.64085232","41.7569386","3003.0"
"POINT (-87.64139939274028 41.75745080790083)","491","LELAND GIANTS","395.0","PLAYGROUND","OUTDOOR","-87.64139939","41.75745081","3004.0"
"POINT (-87.66156823557662 42.013133862491706)","492","LEONE (SAM) BEACH","1013.0","BEACH","OUTDOOR","-87.66156824","42.01313386","3005.0"
"POINT (-87.66253502099038 42.0131642905361)","493","LEONE (SAM) BEACH","1013.0","GYMNASIUM","INDOOR","-87.66253502","42.01316429","3006.0"
"POINT (-87.66316226323218 42.01318997713921)","494","LEONE (SAM) BEACH","1013.0","PLAYGROUND","OUTDOOR","-87.66316226","42.01318998","3007.0"
"POINT (-87.7053199378881 42.007385977982956)","495","LERNER (LEO)","273.0","BASKETBALL COURT","OUTDOOR","-87.70531994","42.00738598","3008.0"
"POINT (-87.70502059336722 42.00737958885555)","496","LERNER (LEO)","273.0","BASKETBALL COURT","OUTDOOR","-87.70502059","42.00737959","3009.0"
"POINT (-87.70521962028091 42.0078700481523)","497","LERNER (LEO)","273.0","PLAYGROUND","OUTDOOR","-87.70521962","42.00787005","3010.0"
"POINT (-87.70500803555824 42.00703743642336)","498","LERNER (LEO)","273.0","TENNIS COURT","OUTDOOR","-87.70500804","42.00703744","3011.0"
"POINT (-87.70484239236484 42.00703890465777)","499","LERNER (LEO)","273.0","TENNIS COURT","OUTDOOR","-87.70484239","42.0070389","3012.0"
"POINT (-87.76250322411056 41.88818317671676)","500","LEVIN (JOHN)","1220.0","BASKETBALL COURT","OUTDOOR","-87.76250322","41.88818318","3013.0"
"POINT (-87.76100238332747 41.88854970583537)","501","LEVIN (JOHN)","1220.0","BASEBALL JR/SOFTBALL","OUTDOOR","-87.76100238","41.88854971","3014.0"
"POINT (-87.76250044960436 41.88849482879291)","502","LEVIN (JOHN)","1220.0","PLAYGROUND","OUTDOOR","-87.76250045","41.88849483","3015.0"
"POINT (-87.76194100837702 41.88842080884887)","503","LEVIN (JOHN)","1220.0","SPRAY FEATURE","OUTDOOR","-87.76194101","41.88842081","3016.0"
"POINT (-87.6397593993084 41.76241685094914)","504","LILY GARDENS","1218.0","PLAYGROUND","OUTDOOR","-87.6397594","41.76241685","3017.0"
"POINT (-87.71159618442856 41.84750178742679)","505","LIMAS (JULIANN HOPE)","1066.0","PLAYGROUND","OUTDOOR","-87.71159618","41.84750179","3018.0"
"POINT (-87.71146769374168 41.8476514056467)","506","LIMAS (JULIANN HOPE)","1066.0","SPRAY FEATURE","OUTDOOR","-87.71146769","41.84765141","3019.0"
"POINT (-87.6269017715887 41.858050743838376)","507","LIN (MARGARET HIE DING)","360.0","BASKETBALL COURT","OUTDOOR","-87.62690177","41.85805074","3020.0"
"POINT (-87.63269442281938 41.934107179729985)","508","LINCOLN (ABRAHAM)","100.0","TENNIS COURT","OUTDOOR","-87.63269442","41.93410718","3021.0"
"POINT (-87.63411415516154 41.92525447571636)","509","LINCOLN (ABRAHAM)","100.0","ALFRED CALDWELL LILY POND","SPECIAL","-87.63411416","41.92525448","3022.0"
"POINT (-87.64510027209063 41.96359407960714)","510","LINCOLN (ABRAHAM)","100.0","ARTIFICIAL TURF REG","OUTDOOR","-87.64509279","41.96351217","3023.0"
"POINT (-87.64863183433147 41.9757967349526)","511","LINCOLN (ABRAHAM)","100.0","ARTIFICIAL TURF REG","OUTDOOR","-87.64862434","41.97571482","3024.0"
"POINT (-87.62912137391166 41.915823642080575)","512","LINCOLN (ABRAHAM)","100.0","ARTIFICIAL TURF JR","OUTDOOR","-87.62911391","41.91574173","3025.0"
"POINT (-87.64800059620626 41.97576946351261)","513","LINCOLN (ABRAHAM)","100.0","ARTIFICIAL TURF JR","OUTDOOR","-87.6479931","41.97568755","3026.0"
"POINT (-87.65005617859859 41.97774937947618)","514","LINCOLN (ABRAHAM)","100.0","BASKETBALL COURT","OUTDOOR","-87.65005618","41.97774938","3027.0"
"POINT (-87.63008249377667 41.91597634926306)","515","LINCOLN (ABRAHAM)","100.0","BASKETBALL COURT","OUTDOOR","-87.63008249","41.91597635","3028.0"
"POINT (-87.61298549922797 41.89343568978286)","516","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.6129855","41.89343569","3029.0"
"POINT (-87.62474971372217 41.91448425762321)","517","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.62474971","41.91448426","3030.0"
"POINT (-87.63587301656811 41.9654983132016)","518","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.63587302","41.96549831","3031.0"
"POINT (-87.64944622891089 41.97847337980213)","519","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.64944623","41.97847338","3032.0"
"POINT (-87.6517416346087 41.98602593303344)","520","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.65174163","41.98602593","3033.0"
"POINT (-87.62279355071621 41.902890037424356)","521","LINCOLN (ABRAHAM)","100.0","BEACH","OUTDOOR","-87.62279355","41.90289004","3034.0"
"POINT (-87.63287269843845 41.926608644204364)","522","LINCOLN (ABRAHAM)","100.0","BOAT LAUNCH MOTORIZED","OUTDOOR","-87.6328727","41.92660864","3035.0"
"POINT (-87.63504008508065 41.93082710750669)","523","LINCOLN (ABRAHAM)","100.0","BOAT LAUNCH MOTORIZED","OUTDOOR","-87.63504009","41.93082711","3036.0"
"POINT (-87.6333669444093 41.919240892822195)","524","LINCOLN (ABRAHAM)","100.0","CASTING PIER","OUTDOOR","-87.63336694","41.91924089","3037.0"
"POINT (-87.64359119099166 41.96501740915423)","525","LINCOLN (ABRAHAM)","100.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64359119","41.96501741","3038.0"
"POINT (-87.64440995618997 41.96473188240224)","526","LINCOLN (ABRAHAM)","100.0","FOOTBALL/SOCCER COMBO FLD","OUTDOOR","-87.64440996","41.96473188","3039.0"
